1370.618;1373.6064999999999
1378.779167;1387.0095
1427.199375;1421.0188329999999
1356.284833;1379.7514999999999
1503.959042;1419.377958
1439.505625;1393.017167
1371.675333;1391.973917
1466.591166;1408.9949589999999
1513.1973329999998;1427.1917919999999
1390.251208;1420.6125829999999
1421.545417;1402.698541
1411.1704579999998;1425.6897079999999
1464.477625;1415.5265419999998
1442.221875;1407.657916
1377.5237499999998;1387.8953749999998
1462.270834;1389.378959
1411.878375;1420.183042
1406.360375;1495.285833
1385.513416;1432.3095839999999
1369.8151249999999;1456.6955409999998
1429.5295409999999;1417.367875
1412.630209;1443.46975
1422.348292;1431.551458
1404.2635;1462.1322089999999
1439.28475;1434.329583
1460.05125;1400.719958
1438.7706249999999;1418.423417
1399.98975;1411.555625
1395.902292;1407.8936669999998
1471.9645;1415.333459
1404.721667;1417.8418749999998
1462.734959;1401.722125
1444.170625;1397.736167
1440.127417;1474.526417
1423.012417;1463.5287919999998
1502.434458;1404.258292
1407.6395;1434.756958
1479.9920419999999;1404.142917
1411.477083;1399.849792
1424.310292;1383.8112919999999
1431.072833;1480.515042
1452.7319579999998;1461.237916
1565.980916;1402.9117919999999
1444.450167;1414.500542
1481.242667;1398.986958
1437.056292;1410.3822499999999
1468.122875;1387.9362079999999
1460.939916;1481.032041
1421.844458;1413.656291
1392.4288749999998;1466.309208
1409.2744169999999;1430.446541
1420.3967499999999;1422.202417
1402.3257919999999;1393.058875
1419.295875;1418.328791
1430.864875;1395.658833
1418.177125;1451.252667
1414.2100839999998;1481.6294579999999
1401.393042;1376.944833
1394.662875;1367.4544999999998
1393.301;1360.786417
1402.826417;1361.461625
1398.657209;1387.348041
1582.705583;1449.660042
1441.52975;1419.005667
1406.762667;1413.689959
1396.466167;1413.618
1430.0323329999999;1387.645208
1446.8272499999998;1411.1460829999999
1463.549167;1396.0325
1444.0326249999998;1437.679291
1456.375584;1455.5705
1378.197625;1402.4399999999998
1389.756917;1384.992125
1415.514416;1377.938083
1414.4854579999999;1373.493
1419.697125;1367.008458
1430.103625;1414.81875
1427.25975;1510.075292
1447.414084;1484.873791
1531.2123749999998;1412.9971249999999
1400.148;1393.046083
1416.6063749999998;1434.2537499999999
1437.824042;1392.0998749999999
1408.239416;1408.497792
1422.43025;1439.9176659999998
1426.5048749999999;1377.2806249999999
1380.984375;1416.433125
1458.0705;1423.0942909999999
1445.28675;1412.02225
1518.5610829999998;1419.5427499999998
1484.880833;1431.855458
1430.91475;1447.123584
1378.0064169999998;1408.29975
1404.061667;1380.08575
1436.525375;1423.03775
1426.8994169999999;1446.9974579999998
1459.928958;1398.201167
1431.3007499999999;1419.836083
1399.057084;1454.073709
1463.3730839999998;1381.2689169999999
1469.633666;1448.8731249999998
1416.390167;1422.8067919999999
1441.530333;1408.47075
1407.985833;1410.9758749999999
1442.985708;1434.028666
1402.100542;1449.627125
1433.36275;1391.001833
1400.340084;1397.363709
1417.4707079999998;1395.6868749999999
1428.900042;1423.254291
1403.349583;1391.69625
1475.7072919999998;1413.181208
1434.660083;1390.657458
1380.751666;1386.154959
1391.372625;1428.202167
1426.708834;1377.8748329999999
1368.8274159999999;1358.609667
1424.905709;1496.490625
1560.4841669999998;1440.737875
1461.195583;1494.664292
1434.1074999999998;1429.1241659999998
